referrer_npi,referrer_entity_type_code,referrer_business_name,referrer_grouping,referrer_classification,referrer_zip_code,referrer_city,referrer_state
1104048206,2,KROGER LIMITED PARTNERSHIP I,Suppliers,Pharmacy,37130,MURFREESBORO,TN
1528280021,2,"THE CENTER FOR PULMONARY & SLEEP DISORDERS,PLLC",Other Service Providers,Specialist,37421,CHATTANOOGA,TN
1982826467,2,CHILDRENS AND FAMILY MEDICAL CLINIC PC,Allopathic & Osteopathic Physicians,Family Medicine,48101,ALLEN PARK,MI
1164644886,2,SYED M Z A SIDDIQI MD PC INC,Allopathic & Osteopathic Physicians,Internal Medicine,25801,BECKLEY,WV
1629290002,2,JOHN C VANSTONE MD PC,Allopathic & Osteopathic Physicians,Internal Medicine,65201,COLUMBIA,MO
1740402940,2,"ARIZONA ANESTHESIA CONSULTANTS, INC.",Allopathic & Osteopathic Physicians,Anesthesiology,85308,GLENDALE,AZ
1891907093,2,"COMMUNITY FAMILY HEALTHCARE, INC",Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,38855,MANTACHIE,MS
1861604076,2,HIBERNIAN NEPHROLOGY GROUP,Other Service Providers,Specialist,24210,ABINGDON,VA
1063634376,2,"PREMIERE HOME HEALTH, INC.",Agencies,Home Health,37115,MADISON,TN
1710109962,2,"MERCY CLINIC, INC",Allopathic & Osteopathic Physicians,Internal Medicine,38501,COOKEVILLE,TN
1487866315,2,THE CHARLOTTE-MECKLENBURG HOSPITAL AUTHORITY,Hospitals,General Acute Care Hospital,28025,CONCORD,NC
1760694665,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37322,DECATUR,TN
1003028770,2,SPRING HILL DERMATOLOGY PLC,Allopathic & Osteopathic Physicians,Dermatology,37174,SPRING HILL,TN
1356553267,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37321,DAYTON,TN
1245442169,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37311,CLEVELAND,TN
1578775151,2,KANSAS UNIVERSITY PHYSICIANS INC,Allopathic & Osteopathic Physicians,Ophthalmology,66208,PRAIRIE VILLAGE,KS
1144433376,2,"JOHN K. ENDSLEY, MD, PC",Allopathic & Osteopathic Physicians,Internal Medicine,37043,CLARKSVILLE,TN
1508078890,2,KANSAS UNIVERSITY PHYSICIANS INC,Allopathic & Osteopathic Physicians,Surgery,66160,KANSAS CITY,KS
1821201112,2,"NEWPORT INTERNAL MEDICINE, PC",Allopathic & Osteopathic Physicians,Internal Medicine,37821,NEWPORT,TN
1265645204,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37367,PIKEVILLE,TN
1346453685,2,ATHENS RETINA CENTER PC,Allopathic & Osteopathic Physicians,Ophthalmology,30607,ATHENS,GA
1386857381,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37307,BENTON,TN
1831302991,2,"RC BLANE ENTERPRISES, PC",Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,37058,DOVER,TN
1497968739,2,TODD F KELLEHER DC PC,Chiropractic Providers,Chiropractor,31032,GRAY,GA
1366655284,2,PSYCHIATRIC CONSULTANTS OF TENNESSEE PLLC,Allopathic & Osteopathic Physicians,Psychiatry & Neurology,37042,CLARKSVILLE,TN
1366655490,2,CHARLES B COX MDPC,Allopathic & Osteopathic Physicians,Surgery,37303,ATHENS,TN
1821201591,2,"MISSISSIPPI DERMATOLOGY ASSOCIATES, PLLC",Other Service Providers,Specialist,39232,FLOWOOD,MS
1922211515,2,HOSPITAL AUTHORITY OF MITCHELL COUNTY,Ambulatory Health Care Facilities,Clinic/Center,31730,CAMILLA,GA
1396958153,2,"ARTURO BETANCOURT, M.D., P.A.",Allopathic & Osteopathic Physicians,Ophthalmology,21061,GLEN BURNIE,MD
1093928707,2,LONG HOLLOW FAMILY PRACTICE,Allopathic & Osteopathic Physicians,Family Medicine,37072,GOODLETTSVILLE,TN
1841403243,2,JONESBOROUGH MEDICAL PLLC,Managed Care Organizations,Preferred Provider Organization,37659,JONESBOROUGH,TN
1306050588,2,SNOWY MOUNTAIN MANAGEMENT PLLC,Ambulatory Health Care Facilities,Clinic/Center,28412,WILMINGTON,NC
1932313228,2,CAMBRIDGE PUBLIC HEALTH COMMISSION,Hospitals,General Acute Care Hospital,02139,CAMBRIDGE,MA
1225242308,2,RESTORED HEALTH INC.,Allopathic & Osteopathic Physicians,Family Medicine,30024,SUWANEE,GA
1437363587,2,LANE DERMATOLOGY & DERMATOLOGIC SURGERY LLC,Allopathic & Osteopathic Physicians,Dermatology,31904,COLUMBUS,GA
1720292931,2,EXETER HOSPITAL,Ambulatory Health Care Facilities,Clinic/Center,03833,EXETER,NH
1972717635,2,"ATRIUS HEALTH, INC.",Allopathic & Osteopathic Physicians,Internal Medicine,02481,WELLESLEY,MA
1619181484,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37307,BENTON,TN
1508070293,2,"THE SURGERY CLINIC, LLC","Technologists, Technicians & Other Technical Service Providers",Radiologic Technologist,35903,GADSDEN,AL
1275747735,2,DIALYSIS CLINIC INC.,Ambulatory Health Care Facilities,Clinic/Center,87110,ALBUQUERQUE,NM
1518171040,2,SEQUATCHIE VALLEY PRIMARY CARE,Other Service Providers,Contractor,37347,KIMBALL,TN
1457565954,2,"OBGYN SPECIALSITS OF COLUMBUS, P.C.",Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,31901,COLUMBUS,GA
1356555015,2,"ATRIUS HEALTH, INC.",Allopathic & Osteopathic Physicians,Internal Medicine,01960,PEABODY,MA
1841404480,2,"FOOT & ANKLE OF WEST GEORGIA, P.C.",Podiatric Medicine & Surgery Service Providers,Podiatrist,31904,COLUMBUS,GA
1104030824,2,WIGGINS FOOT AND ANKLE ASSOCIATES P.C.,Podiatric Medicine & Surgery Service Providers,Podiatrist,30474,VIDALIA,GA
1902010770,2,OCOEE REGIONAL HEALTH CORPORATION,Ambulatory Health Care Facilities,Clinic/Center,37313,COALMONT,TN
1700090503,2,ROBERT W CRAVEN MD PC,Other Service Providers,Specialist,98362,PORT ANGELES,WA
1841405198,2,"JKB HOLDINGS, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,28906,MURPHY,NC
1396950770,2,NATIONAL EMERGENCY MEDICAL SERVICES INC,Transportation Services,Ambulance,30677,WATKINSVILLE,GA
1962617241,2,CONWAY HEMATOLOGY ONCOLOGY,Other Service Providers,Specialist,72034,CONWAY,AR
1578778726,2,YALE NEW HAVEN HOSPITAL,Hospitals,General Acute Care Hospital,06504,NEW HAVEN,CT
1447465661,2,UNIVERSITY PHYSICIAN GROUP,Behavioral Health & Social Service Providers,Counselor,48201,DETROIT,MI
1992910152,2,BRIDGEPORT HOSPITAL,Hospitals,General Acute Care Hospital,06610,BRIDGEPORT,CT
1700091873,2,MICHAEL W GOODMAN MD PC,Other Service Providers,Specialist,37403,CHATTANOOGA,TN
1295940419,2,"M. TODD PEACOCK, M.D., P.C.",Allopathic & Osteopathic Physicians,Internal Medicine,31023,EASTMAN,GA
1265647812,2,"WELLSTAR PAULDING MEDICAL CENTER, INC.",Suppliers,Pharmacy,30141,HIRAM,GA
1881809614,2,"COLUMBIA UROLOGICAL ASSOCIATES, P.A.",Other Service Providers,Specialist,38401,COLUMBIA,TN
1851506679,2,KROGER LIMITED PARTNERSHIP I,Suppliers,Pharmacy,37216,NASHVILLE,TN
1154537520,2,RHODE ISLAND HOSPITAL,Ambulatory Health Care Facilities,Clinic/Center,02903,PROVIDENCE,RI
1730395104,2,ENDOCRINOLOGY CONSULTANTS OF EAST TN,Allopathic & Osteopathic Physicians,Internal Medicine,37909,KNOXVILLE,TN
1104032465,2,"REHAB, ETC., INC.","Respiratory, Developmental, Rehabilitative and Restorative Service Providers",Physical Therapist,38120,MEMPHIS,TN
1942416029,2,JOHN K ATTOKAREN MD,Allopathic & Osteopathic Physicians,Internal Medicine,30022,ALPHARETTA,GA
1770799702,2,"ALPHARETTA INTERNAL MEDICINE ASSOCIATES, PC",Ambulatory Health Care Facilities,Clinic/Center,30076,ROSWELL,GA
1174739908,2,CHATTANOOGA EMERGENCY MEDICINE PLLC,Ambulatory Health Care Facilities,Clinic/Center,37404,CHATTANOOGA,TN
1083821714,2,"EAR, NOSE & THROAT CONSULTANTS OF NEVADA",Other Service Providers,Specialist,89052,HENDERSON,NV
1437366085,2,ADVANCED NEUROSCIENCES INSTITUTE INC,Other Service Providers,Specialist,37064,FRANKLIN,TN
1427264126,2,CHATTANOOGA EMERGENCY MEDICINE PLLC,Ambulatory Health Care Facilities,Clinic/Center,37343,HIXSON,TN
1487860284,2,MEMORIAL NEUROSURGERY GROUP LLC,Allopathic & Osteopathic Physicians,Neurological Surgery,32216,JACKSONVILLE,FL
1316154958,2,VIGAFRA PLLC,Allopathic & Osteopathic Physicians,Pain Medicine,34208,BRADENTON,FL
1013124213,2,"GORDIAN MEDICAL, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,92868,ORANGE,CA
1457568842,2,ARIZONA LUNG SLEEP AND VALLEY FEVER INSTITUTE INC,Allopathic & Osteopathic Physicians,Internal Medicine,85374,SURPRISE,AZ
1255548426,2,ASSOCIATES IN GASTRONETEROLOGY,Allopathic & Osteopathic Physicians,Internal Medicine,37076,HERMITAGE,TN
1720295561,2,NEPHROLOGY & HYPERTENSION SPECIALISTS PC,Allopathic & Osteopathic Physicians,Internal Medicine,30720,DALTON,GA
1518174861,2,ASSOCIATED FOOT AND ANKLE CENTERS LLC,Ambulatory Health Care Facilities,Clinic/Center,31201,MACON,GA
1700094455,2,JERSEY INSTITUTE OF NEUROSCIENCE INC.,Other Service Providers,Specialist,08210,CAPE MAY COURT HOUSE,NJ
1154539880,2,PRIORITY CARE MEDICAL CENTER,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,30736,RINGGOLD,GA
1952519696,2,SAFEWAY INC,Suppliers,Pharmacy,83706,BOISE,ID
1023226446,2,PREMIER HEALTH CENTER LLC,Allopathic & Osteopathic Physicians,Family Medicine,35062,DORA,AL
1477761161,2,"CLAYTON MEDICAL CENTER, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,63117,SAINT LOUIS,MO
1609084250,2,"HARBIN CLINIC, LLC",Suppliers,Durable Medical Equipment & Medical Supplies,30120,CARTERSVILLE,GA
1336357912,2,"ARMADILLO MEDICAL SERVICES, P.C.",Ambulatory Health Care Facilities,Clinic/Center,37083,LAFAYETTE,TN
1134337710,2,"IM SPECIALIST, INC",Other Service Providers,Specialist,85283,TEMPE,AZ
1730397175,2,"WOUND CARE CONCEPTS, LLC",Suppliers,Durable Medical Equipment & Medical Supplies,19067,YARDLEY,PA
1376751891,2,DIGESTIVE CARE OF EVANSVILLE PC,Allopathic & Osteopathic Physicians,Internal Medicine,47630,NEWBURGH,IN
1902014285,2,INTEGRATIVE REHABMEDICINE SC,Allopathic & Osteopathic Physicians,Physical Medicine & Rehabilitation,61107,ROCKFORD,IL
1154539591,2,PRIMARY HEALTHCARE GROUP INC,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,37083,LAFAYETTE,TN
1538377247,2,"YUMA CARDIOLOGY ASSOCIATES, P.C.",Other Service Providers,Specialist,85364,YUMA,AZ
1467660019,2,"SENTINEL HEALTH PARTNERS, PA",Allopathic & Osteopathic Physicians,Ophthalmology,29020,CAMDEN,SC
1881802973,2,CAMBRIDGE NEPHROLOGY PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,11228,BROOKLYN,NY
1427267368,2,"GREENVIEW PRIMECARE, LLC.",Allopathic & Osteopathic Physicians,Family Medicine,42104,BOWLING GREEN,KY
1184832040,2,"TIDALHEALTH PENINSULA REGIONAL, INC.",Allopathic & Osteopathic Physicians,Family Medicine,21801,SALISBURY,MD
1912116633,2,"VALLEYWIDE SURGICAL SERVICES, LLC",Allopathic & Osteopathic Physicians,Surgery,85215,MESA,AZ
1164630158,2,HAROLD A FERGUSON JR,Allopathic & Osteopathic Physicians,Family Medicine,45320,EATON,OH
1649489089,2,WALGREEN CO,Suppliers,Pharmacy,38583,SPARTA,TN
1629287081,2,"HARBIN CLINIC, LLC",Suppliers,Durable Medical Equipment & Medical Supplies,30165,ROME,GA
1528277670,2,PORT ST LUCIE PAIN MANAGEMENT PLLC,Allopathic & Osteopathic Physicians,Pain Medicine,34952,PORT ST. LUCIE,FL
1508075680,2,PORTER PHYSICIAN SERVICES LLC,Allopathic & Osteopathic Physicians,Family Medicine,46304,CHESTERTON,IN
1619186640,2,TENNESSEE CANCER SPECIALISTS PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,37745,GREENEVILLE,TN
1447469507,2,"MARIETTA EYE CLINIC, PA",Allopathic & Osteopathic Physicians,Ophthalmology,30060,MARIETTA,GA
1497964787,2,"PRIMARY VISION CARE CENTER, O.D., P.A.",Eye and Vision Services Providers,Optometrist,28445,SURF CITY,NC
1013127026,2,"AMBU-STAR, INC.",Transportation Services,Ambulance,29341,GAFFNEY,SC
1841409323,2,BRENTWOOD DERMATOLOGY,Other Service Providers,Specialist,37027,BRENTWOOD,TN
1104036722,2,PULLIAM MIDDLE TENNESSEE SURGICAL ASSOCIATES PLLC,Allopathic & Osteopathic Physicians,Surgery,37067,FRANKLIN,TN
1396955431,2,VINEVILLE INTERNAL MEDICINE LLC,Allopathic & Osteopathic Physicians,Internal Medicine,31204,MACON,GA
1063622124,2,"KANSAS CITY EYE CLINIC, P.A.",Allopathic & Osteopathic Physicians,Ophthalmology,66204,OVERLAND PARK,KS
1770794851,2,"NEW HORIZON PRIMARY CARE, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,31204,MACON,GA
1780895425,2,STATEN ISLAND PULMONARY ASSOC PC,Allopathic & Osteopathic Physicians,Internal Medicine,10305,STATEN ISLAND,NY
1295946259,2,PERMIAN GASTROENTEROLOGY ASSOCIATES LLP,Allopathic & Osteopathic Physicians,Internal Medicine,79761,ODESSA,TX
1487865952,2,ATHENS DIABETES AND ENDOCRINOLOGY,Allopathic & Osteopathic Physicians,Internal Medicine,30607,ATHENS,GA
1093926404,2,AMG-SOUTHERN TENNESSEE LLC,Allopathic & Osteopathic Physicians,Surgery,37398,WINCHESTER,TN
1477754505,2,"GIPSON SPECIALTY CENTER, PLLC",Allopathic & Osteopathic Physicians,Anesthesiology,38119,MEMPHIS,TN
1750582961,2,"J. KELLY PATTERSON, M.D., P.S.C.",Allopathic & Osteopathic Physicians,Internal Medicine,42134,FRANKLIN,KY
1033310206,2,GORDONSVILLE CLINIC,Allopathic & Osteopathic Physicians,Family Medicine,38563,GORDONSVILLE,TN
1922209832,2,OREGON CITY MEDICAL NW INC.,Allopathic & Osteopathic Physicians,Family Medicine,97045,OREGON CITY,OR
1932300084,2,ATLANTA DERMATOLOGY & SURGERY P.A.,Other Service Providers,Specialist,30084,TUCKER,GA
1053512087,2,FORREST GENERAL HOSPITAL,Allopathic & Osteopathic Physicians,Internal Medicine,39404,HATTIESBURG,MS
1932300886,2,"PETERSON DERMATOLOGY, P.C.",Allopathic & Osteopathic Physicians,Dermatology,30474,VIDALIA,GA
1649471467,2,"ADVANCED FOOT & ANKLE CARE OF MEMPHIS, LLC",Podiatric Medicine & Surgery Service Providers,Podiatrist,38119,MEMPHIS,TN
1568663250,2,ATLANTICARE REGIONAL MEDICAL CENTER,Allopathic & Osteopathic Physicians,Internal Medicine,08401,ATLANTIC CITY,NJ
1750582391,2,NHC-OP LP,Agencies,Home Health,37067,FRANKLIN,TN
1104027879,2,THE HEALTH AND HOSPITAL CORPORATION OF MARION COUNTY,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,46202,INDIANAPOLIS,IN
1598966269,2,BAPTIST HEALTH MEDICAL GROUP INC,Ambulatory Health Care Facilities,Clinic/Center,42367,POWDERLY,KY
1679774343,2,"ANESTHESIA CONSULTANTS OF SAVANNAH, PC",Allopathic & Osteopathic Physicians,Anesthesiology,31404,SAVANNAH,GA
1689875429,2,MCMINN MEDICAL GROUP PLLC,Managed Care Organizations,Preferred Provider Organization,37303,ATHENS,TN
1871794222,2,"GLEN OAKS, LLC",Nursing & Custodial Care Facilities,Skilled Nursing Facility,37160,SHELBYVILLE,TN
1013118462,2,LEONARD J HAYS III MD PC,Allopathic & Osteopathic Physicians,Internal Medicine,37404,CHATTANOOGA,TN
1396947644,2,"ALABAMA ASTHMA, ALLERGY & IMMUNOLOGY CENTER, P.C.",Allopathic & Osteopathic Physicians,Phlebology,35801,HUNTSVILLE,AL
1558563734,2,"COMMUNITY CARE OF WEST VIRGINIA, INC.",Ambulatory Health Care Facilities,Clinic/Center,26451,WEST MILFORD,WV
1770785966,2,ANDERSON FOOT & ANKLE CLINIC PC,Podiatric Medicine & Surgery Service Providers,Podiatrist,73069,NORMAN,OK
1548462799,2,BOULWARE MEDICAL CLINIC L.L.C.,Allopathic & Osteopathic Physicians,Internal Medicine,64068,LIBERTY,MO
1861694069,2,ROBERT H. JANIGIAN JR. MD LLC,Allopathic & Osteopathic Physicians,Ophthalmology,02905,PROVIDENCE,RI
1083816128,2,THE KIRK CLINIC LLC,Ambulatory Health Care Facilities,Clinic/Center,31768,MOULTRIE,GA
1366644361,2,CROSSROADS URGENT CARE PLLC,Allopathic & Osteopathic Physicians,Family Medicine,37129,MURFREESBORO,TN
1972705648,2,DIALYSIS CLINIC INC.,Ambulatory Health Care Facilities,Clinic/Center,85614,GREEN VALLEY,AZ
1952503757,2,"DIAGNOSTIC RADIOLOGY CONSULTANTS, INC.",Allopathic & Osteopathic Physicians,Radiology,73114,OKLAHOMA CITY,OK
1740482686,2,FOUNDATION RADIOLOGY GROUP PC,Allopathic & Osteopathic Physicians,Radiology,15090,WEXFORD,PA
1417159344,2,"NORTH GEORGIA RHEUMATOLOGY GROUP, PC",Allopathic & Osteopathic Physicians,Internal Medicine,30046,LAWRENCEVILLE,GA
1699977348,2,"COOL SPRINGS INTERNAL MEDICINE & PEDIATRICS, PLLC.",Other Service Providers,Specialist,37027,BRENTWOOD,TN
1558563114,2,"FAMILY HEALTH CENTER OF SIERRA VISTA, PC",Allopathic & Osteopathic Physicians,Family Medicine,85635,SIERRA VISTA,AZ
1326240094,2,DIALYSIS CLINIC INC.,Ambulatory Health Care Facilities,Clinic/Center,85607,DOUGLAS,AZ
1851593594,2,MELANIE A REAVES PLLC,Ambulatory Health Care Facilities,Clinic/Center,38372,SAVANNAH,TN
1598967135,2,"BRENDA J. HAMPTON, M.D., P.A.",Allopathic & Osteopathic Physicians,Family Medicine,75042,GARLAND,TX
1093917643,2,PRINCETON COMMUNITY HOSPITAL ASSN INC.,Allopathic & Osteopathic Physicians,Urology,24740,PRINCETON,WV
1255533618,2,"FUNCTIONAL EVALUATION TESTING OF FLORIDA, INC",Allopathic & Osteopathic Physicians,Psychiatry & Neurology,33487,BOCA RATON,FL
1700088358,2,"LOWELL L. MCCAULEY M.D.,P.C.",Other Service Providers,Specialist,37917,KNOXVILLE,TN
1669675807,2,JACKSON ANESTHESIA & PERIOPERATIVE CONSULTANTS P C,Allopathic & Osteopathic Physicians,Anesthesiology,38305,JACKSON,TN
1841493103,2,"ANIL PATEL, MD PC",Allopathic & Osteopathic Physicians,Internal Medicine,37043,CLARKSVILLE,TN
1427251719,2,DAVID O RANZ MD,Allopathic & Osteopathic Physicians,Ophthalmology,37129,MURFREESBORO,TN
1912100397,2,"NASHVILLE FAMILY FOOT CARE, PLLC",Podiatric Medicine & Surgery Service Providers,Podiatrist,37203,NASHVILLE,TN
1114120524,2,"FRANKLIN EYE CARE, PLLC",Eye and Vision Services Providers,Optometrist,37122,MT JULIET,TN
1194928200,2,GULF COAST UROLOGY LLC,Allopathic & Osteopathic Physicians,Urology,36535,FOLEY,AL
1639372907,2,"SYLACAUGA OBSTETRICS AND GYNECOLOGY, PC",Allopathic & Osteopathic Physicians,Obstetrics & Gynecology,35150,SYLACAUGA,AL
1861695900,2,"MICHIE MEDICAL CLINIC, INC.",Ambulatory Health Care Facilities,Clinic/Center,38357,MICHIE,TN
1548463698,2,"UNIVERSITY HEALTH SYSTEM, INC",Allopathic & Osteopathic Physicians,Internal Medicine,37920,KNOXVILLE,TN
1740483692,2,"FORREST KENTON BUSCH, D.O. P.C.",Allopathic & Osteopathic Physicians,Dermatology,38024,DYERSBURG,TN
1578766655,2,ARIZONA GRAND MEDICAL CENTER,Other Service Providers,Specialist,86301,PRESCOTT,AZ
1568665560,2,"SPINE SURGERY ASSOCIATES & DISCOVERY IMAGING, PC",Other Service Providers,Specialist,07860,NEWTON,NJ
1942403969,2,PETER N ARROWSMITH MD PC,Ambulatory Health Care Facilities,Clinic/Center,37203,NASHVILLE,TN
1740483767,2,TIMOTHY K DUFFIN MD PLC,Other Service Providers,Specialist,37043,CLARKSVILLE,TN
1679776678,2,"OFFICE OF INTERNAL MEDICINE, PC",Allopathic & Osteopathic Physicians,Internal Medicine,38112,MEMPHIS,TN
1154524908,2,PATTERSON CHIROPRACTIC SERVICES C.P.C.,Chiropractic Providers,Chiropractor,37174,SPRING HILL,TN
1043413891,2,"DERMATOLOGY EAST ,P.L.L.C.",Other Service Providers,Specialist,38138,GERMANTOWN,TN
1336342021,2,"STEVEN G. VAUGHAN MD, PC",Other Service Providers,Specialist,85745,TUCSON,AZ
1821291543,2,WEST TENNESSEE KIDNEY SPECIALISTS P.C.,Ambulatory Health Care Facilities,Clinic/Center,38305,JACKSON,TN
1578766176,2,INTERNAL MEDICINE ASSOCIATES OF DALTON INC,Allopathic & Osteopathic Physicians,Internal Medicine,30720,DALTON,GA
1558564021,2,"CEDAR GROVE MEDICAL ASSOCIATES,LLC",Other Service Providers,Specialist,37167,SMYRNA,TN
1790989259,2,"COMPLETE CARE, P.C.",Allopathic & Osteopathic Physicians,Internal Medicine,38372,SAVANNAH,TN
1811191307,2,"AMERITA, INC.",Suppliers,Pharmacy,37421,CHATTANOOGA,TN
1659575181,2,"BOWDOIN G. SMITH D.O.,P.C.",Allopathic & Osteopathic Physicians,Family Medicine,37030,CARTHAGE,TN
1679777908,2,LIBERTY MEDICAL CENTER PC,Allopathic & Osteopathic Physicians,Family Medicine,64068,LIBERTY,MO
1528262862,2,"SUNFLOWER PROMPT CARE, LLC",Allopathic & Osteopathic Physicians,Family Medicine,66618,TOPEKA,KS
1124222484,2,"SPECIALISTS IN PULMONARY, CRITICAL CARE & SLEEP MEDICINE, PLLC",Allopathic & Osteopathic Physicians,Internal Medicine,37403,CHATTANOOGA,TN
1699979732,2,CAROLINAS MEDICAL CENTER,Allopathic & Osteopathic Physicians,Surgery,28204,CHARLOTTE,NC
1093919086,2,"ROBERT A EHRHARD, MDIN, PC",Allopathic & Osteopathic Physicians,Otolaryngology,47546,JASPER,IN
1881898898,2,RAMA MEDICAL GROUP,Allopathic & Osteopathic Physicians,Internal Medicine,37211,NASHVILLE,TN
1962606871,2,"MITCHELL STANLICK, D.C., LLC",Chiropractic Providers,Chiropractor,37129,MURFREESBORO,TN
1053515130,2,"MIGUEL A. ARENAS, M.D., PC",Allopathic & Osteopathic Physicians,Internal Medicine,85715,TUCSON,AZ
1083818983,2,WALGREEN CO.,Suppliers,Pharmacy,37066,GALLATIN,TN
1316141351,2,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER INCORPORATED,Hospitals,General Acute Care Hospital,40422,DANVILLE,KY
1912101650,2,PARAGON EMERGENCY SERVICES LLC,Allopathic & Osteopathic Physicians,Emergency Medicine,33881,WINTER HAVEN,FL
1811191588,2,MICHAEL LIEB M D P C.,Allopathic & Osteopathic Physicians,Internal Medicine,19115,PHILADELPHIA,PA
1477757151,2,TAYLOR COUNTY HOSPITAL DISTRICT HEALTH FACILITIES CORPORATION,Hospitals,General Acute Care Hospital,42718,CAMPBELLSVILLE,KY
1649474263,2,CLARKSVILLE EYE CLINIC LLC,Eye and Vision Services Providers,Optometrist,37042,CLARKSVILLE,TN
1952505612,2,APPALACHIA HEALTH SERVICES,Ambulatory Health Care Facilities,Clinic/Center,40769,WILLIAMSBURG,KY
1619172236,2,"ADVANCED HOME CARE, INC.",Suppliers,Durable Medical Equipment & Medical Supplies,37664,KINGSPORT,TN
1508061151,2,"HYPERTENSION AND KIDNEY ASSOCIATES OF MIDDLE GEORGIA, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,31088,WARNER ROBINS,GA
1871798348,2,SOUTHEAST MEDICAL ASSOCIATES LLC,Allopathic & Osteopathic Physicians,Internal Medicine,29577,MYRTLE BEACH,SC
1639374218,2,"STARKVILLE UROLOGY, PLLC",Allopathic & Osteopathic Physicians,Urology,39759,STARKVILLE,MS
1043415532,2,"HAROLD T AKIN, MD PC",Allopathic & Osteopathic Physicians,Ophthalmology,37130,MURFREESBORO,TN
1649475153,2,"TENNESSEE FAMILY MEDICINE, PLC",Allopathic & Osteopathic Physicians,Family Medicine,37075,HENDERSONVILLE,TN
1083819668,2,FAMILY EYE CARE OF CLARKSVILLE PLLC,Eye and Vision Services Providers,Optometrist,37040,CLARKSVILLE,TN
1326243916,2,"CHARLES S. GILES MD, PSC",Allopathic & Osteopathic Physicians,Internal Medicine,42728,COLUMBIA,KY
1134324510,2,WOMENS CENTER OF EAST TENNESSEE PC,Ambulatory Health Care Facilities,Clinic/Center,37303,ATHENS,TN
1538364815,2,RICHARD CARLIN MD PC,Other Service Providers,Specialist,30078,SNELLVILLE,GA
1508061839,2,"NORTHEAST DERMATOLOGY ASSOCIATES, PC",Other Service Providers,Specialist,03833,EXETER,NH
1740485879,2,BAYLOR ST. LUKE'S MEDICAL GROUP,Allopathic & Osteopathic Physicians,Internal Medicine,77030,HOUSTON,TX
1104021203,2,LAWRENCE RICHARD JACKSON,Allopathic & Osteopathic Physicians,Family Medicine,37185,WAVERLY,TN
1417152372,2,TERRACE AT MOUNTAIN CREEK,Managed Care Organizations,Point of Service,37405,CHATTANOOGA,TN
1922203033,2,WALGREEN CO,Suppliers,Pharmacy,38372,SAVANNAH,TN
1427253533,2,HIGHLAND RIM MEDICAL CENTER,Allopathic & Osteopathic Physicians,Family Medicine,37334,FAYETTEVILLE,TN
1376748236,2,ADULT PRIMARY HEALTHCARE LLC,Physician Assistants & Advanced Practice Nursing Providers,Nurse Practitioner,38478,PULASKI,TN
1194920967,2,"DRS. TIDWELL, FAULKS, AND ALLEN - OPTOMETRY, PLLC",Eye and Vision Services Providers,Optometrist,37055,DICKSON,TN
1366647075,2,"GHAYTH HAMMAD, MD PSC",Other Service Providers,Specialist,42261,MORGANTOWN,KY
1104021914,2,RELIANCE MEDICAL ASSOCIATES PLLC,Allopathic & Osteopathic Physicians,Internal Medicine,37075,HENDERSONVILLE,TN
1295930089,2,"FAMILY HEALTHCARE, LLC",Ambulatory Health Care Facilities,Clinic/Center,37355,MANCHESTER,TN
1285839969,2,SANTA YNEZ VALLEY MEDICAL ASSOCIATES,Ambulatory Health Care Facilities,Clinic/Center,93463,SOLVANG,CA
1730385402,2,"INTERNAL MEDICINE & GERIATRICS OF HOUSTON, LLC",Allopathic & Osteopathic Physicians,Internal Medicine,31093,WARNER ROBINS,GA
1386840882,2,"RHODE ISLAND EAR, NOSE & THROAT PHYSICIANS, INC.",Allopathic & Osteopathic Physicians,Otolaryngology,02919,JOHNSTON,RI
1093911422,2,"SCENIC CITY PODIATRY, PLLC",Podiatric Medicine & Surgery Service Providers,Podiatrist,37421,CHATTANOOGA,TN
1508062977,2,"R. SHANE ROBERTS, M.D., INC.",Allopathic & Osteopathic Physicians,Family Medicine,37322,DECATUR,TN
