referrer_npi,referrer_entity_type_code,referrer_last_name,referrer_first_name,referrer_credential,referrer_specialization,referrer_zip_code,referrer_city,referrer_state
1003994278,1,HA,MAI,M.D.,,85014,PHOENIX,AZ
1316025505,1,PERCELL,ROBERT,MD,Clinical Cardiac Electrophysiology,68506,LINCOLN,NE
1265510481,1,HANCOCK,VIRGIL,M.D.,Psychiatry,85713,TUCSON,AZ
1184703266,1,CARLO-DEMOVICH,JAMIE,MD,Anatomic Pathology & Clinical Pathology,24333,GALAX,VA
1497833503,1,FUGUNT,CHRIS,CRNA,,37303,ATHENS,TN
1669551784,1,MEANEY,JOHN,M.D.,,85712,TUCSON,AZ
1295813699,1,CHUKWUOGO,NONYELU,M.D.,,38344,HUNTINGDON,TN
1144309121,1,JONES,ROBERT,M.D.,Clinical Cardiac Electrophysiology,37203,NASHVILLE,TN
1891873238,1,KUMAR,RITU,MD,Infectious Disease,31201,MACON,GA
1194804187,1,MANNING,WILLIAM,CRNA,,31217,MACON,GA
1730268319,1,PINKSTON,ANITA,PA-C,Medical,37129,MURFREESBORO,TN
1265511976,1,CARTWRIGHT,KASEY,PT,,37160,SHELBYVILLE,TN
1720167687,1,SULEIMAN,ALI,MD,,25801,BECKLEY,WV
1679652408,1,LINDER,EDWIN,M.D.,,38606,BATESVILLE,MS
1588743314,1,BALL,PATRICK,DO,,38671,SOUTHAVEN,MS
1801975545,1,GREENBERG,DAVID,DPM,Foot & Ankle Surgery,02915,RIVERSIDE,RI
1295814853,1,HOHL,ANN,CRNA,,37115,MADISON,TN
1366521924,1,DUDLEY,CHARLES,CRNA,,37203,NASHVILLE,TN
1407935075,1,MADDOX,JAMES,CRNA,,37115,MADISON,TN
1972682466,1,SEXTON,JUSTIN,CRNA,,37115,MADISON,TN
1235218728,1,WRIGHT,MARGARET,CRNA,,37115,MADISON,TN
1104905694,1,SASSER,TROY,CRNA,,37115,MADISON,TN
1174602700,1,BRIGGS,WILLIAM,CRNA,,37211,NASHVILLE,TN
1073692638,1,FRASER,WILLIAM,CRNA,,37115,MADISON,TN
1043399603,1,GARCIA,HENRY,CRNA,,37115,MADISON,TN
1992884563,1,HOLTZ,ELIZABETH,CRNA,,37115,MADISON,TN
1235218710,1,RAMSEY,KENNETH,CRNA,,37115,MADISON,TN
1386723807,1,WATSON,TONY,CRNA,,37398,WINCHESTER,TN
1053490417,1,SWAFFORD,CRAIG,MD,,37321,DAYTON,TN
1013096486,1,CRANE,RICHARD,M.D.,,28462,SUPPLY,NC
1578632550,1,JONES,SAMUEL,MD,Clinical Cardiac Electrophysiology,37404,CHATTANOOGA,TN
1972672988,1,O'NEIL,CRAIG,"PT,OCS,MTC",,37067,FRANKLIN,TN
1306925508,1,MCGEHEE,JAMES,MD,Sports Medicine,37027,BRENTWOOD,TN
1326117581,1,BURCH,MARY,"RNC, WHNP, MC",Obstetrics & Gynecology,63141,SAINT LOUIS,MO
1720157753,1,SHELDON,LUCAS,MD,Diagnostic Radiology,49525,GRAND RAPIDS,MI
1619046679,1,JIMMERSON,ROBERT,M.D.,,72205,LITTLE ROCK,AR
1407925472,1,MADARATY,KAMEL,MD,Pulmonary Disease,38133,BARTLETT,TN
1861571168,1,ANDERSON,REGINE,LCSW,Clinical,37217,NASHVILLE,TN
1457430613,1,GRAVES,GINA,N.P.,Family,38401,COLUMBIA,TN
1265501340,1,MIELE,JOHN,D.P.M.,,02919,JOHNSTON,RI
1164501490,1,ANDREWS,PHILIP,ARNP C,,37421,CHATTANOOGA,TN
1518046796,1,MILDE,PETRA,M.D.,Dermatopathology,37027,BRENTWOOD,TN
1245309418,1,CUNNINGHAM,JERRY,MD,,38701,GREENVILLE,MS
1295814408,1,GARRISON,RIC,M.D.,,93551,PALMDALE,CA
1508935776,1,CHUNN,STANLEY,MD,,37083,LAFAYETTE,TN
1467521641,1,SPARKS,JAN,ACNP-BC,Acute Care,37217,NASHVILLE,TN
1659440790,1,JOSLYN,MATTHEW,M.D.,,02118,BOSTON,MA
1154490100,1,EPPS,EARL,ND,,28204,CHARLOTTE,NC
1245309335,1,SEXTON,JEFFREY,PA-C,Surgical,37130,MURFREESBORO,TN
1356410443,1,LOCKETT,RICKY,DO,Pain Medicine,33709,SAINT PETERSBURG,FL
1659440741,1,SPENCE,DAVID,M.D.,Anatomic Pathology & Clinical Pathology,37027,BRENTWOOD,TN
1255400362,1,WAWA,FRITZ,M.D.,,37211,NASHVILLE,TN
1417026436,1,WILLIAMS,MARCUS,MD,Interventional Cardiology,92037,LA JOLLA,CA
1477622181,1,PETTY,SUE,MD,,42445,PRINCETON,KY
1982773891,1,PITMAN,SHANNON,M.D.,,30513,BLUE RIDGE,GA
1518036177,1,FISCHER,MAE,M.D.,,42003,PADUCAH,KY
1699844258,1,DIGAETANO,DOLORES,M.D.,Psychiatry,38018,CORDOVA,TN
1356410112,1,BOHNSTENGEL,SANDRA,M.D.,,31406,SAVANNAH,GA
1982773610,1,BENNETT,CECIL,MD,,30263,NEWNAN,GA
1427127190,1,DIETRICH,MARK,CRNA,,37353,MC DONALD,TN
1780753509,1,HINSON,BARBARA,N.P.,Family,38401,COLUMBIA,TN
1568531317,1,GAINES,KENNETH,M.D.,Neurology,37232,NASHVILLE,TN
1770652109,1,CROCKETT,ANNE,LCSW,Clinical,38402,COLUMBIA,TN
1043389505,1,ENGLE,JON,OD,,44017,BEREA,OH
1548339369,1,VINCENT,KIMBERLY,M.D.,,37205,NASHVILLE,TN
1841369675,1,PARDUE,CHRIS,M.D.,,37205,NASHVILLE,TN
1487723342,1,CHADALAVADA,RAMESH,MD,Pulmonary Disease,37172,SPRINGFIELD,TN
1497824114,1,BHATTI,KHALID,M.D.,Nephrology,42701,ELIZABETHTOWN,KY
1851460570,1,BLEIWEISS,STEVEN,M.D.,Anatomic Pathology & Clinical Pathology,92404,SAN BERNARDINO,CA
1548339070,1,FRAZINE,RYAN,M.D.,,42003,PADUCAH,KY
1467521245,1,CHERN,ANDREW,MD,,37203,NASHVILLE,TN
1356410195,1,DAY,THOMAS,M.D.,,37205,NASHVILLE,TN
1902975675,1,FETNER,CHARLES,CRNA,,39837,COLQUITT,GA
1841369428,1,TUCK,JOSEPH,,,37040,CLARKSVILLE,TN
1932278322,1,HURLBURT,HEATHER,MD,Cardiovascular Disease,02886,WARWICK,RI
1710056130,1,COWDEN,ARTHUR,D.O.,Geriatric Medicine,33157,MIAMI,FL
1760551550,1,BAXTER,ELIZABETH,MD,Psychiatry,37212,NASHVILLE,TN
1548339989,1,JONKERS,JENNIFER,M.D.,Geriatric Medicine,24210,ABINGDON,VA
1447329164,1,BARNES,PATRICK,P.A.,,84020,DRAPER,UT
1396814620,1,MORRIS,JOHN,CRNA,,37115,MADISON,TN
1245300391,1,SHAW,JOHN,M.D.,,37203,NASHVILLE,TN
1154491207,1,SANDERS,BURTON,MD,,37203,NASHVILLE,TN
1841360930,1,CHUNDURU,NAGESWARA,M.D.,,37130,MURFREESBORO,TN
1720158868,1,EDWARDS,DAVID,MD,,37203,NASHVILLE,TN
1639249774,1,VARGAS,KENNETH,MD,,37203,NASHVILLE,TN
1700956844,1,ALI,SHAUKAT,M.D.,Nephrology,42003,PADUCAH,KY
1437229572,1,WILLIAMS,TRILBY,MD,,37203,NASHVILLE,TN
1326118415,1,MCCLELLAN,STEPHEN,P.T.,,37098,LYLES,TN
1194895193,1,MUDUMBI,SARAN,M.D.,Psychiatry,37209,NASHVILLE,TN
1992875892,1,CHEIJ,GEORGE,M.D.,,37209,NASHVILLE,TN
1760552699,1,DESOUKI,MOHAMED,M.D,Anatomic Pathology & Clinical Pathology,14263,BUFFALO,NY
1235209198,1,BARKER,LISA,MD,,72015,BENTON,AR
1275602575,1,HEDLESKY,STEVEN,M.D.,,38242,PARIS,TN
1902975212,1,KUNDA,PRABHA,M.D.,,37343,HIXSON,TN
1114097342,1,SADLER,AMY,"APRN, BC",Acute Care,37129,MURFREESBORO,TN
1548330707,1,WHITE,ERIN,N.P.,Family,37091,LEWISBURG,TN
1851460109,1,DESMOND,JAMIE,LCSW,Clinical,37217,NASHVILLE,TN
1720158058,1,VICKERS,DAVID,MD,,37069,FRANKLIN,TN
1881763100,1,LONG,JAMES,M.D.,,42003,PADUCAH,KY
1497825772,1,LIU,MICHAEL,M.D.,Nephrology,70570,OPELOUSAS,LA
1417027525,1,THORNBURY,WILLIAM,M.D.,,42141,GLASGOW,KY
1861562035,1,PEACE,JARROD,OD,,37067,FRANKLIN,TN
1841369147,1,ATKINSON,SHANNON,APRN,Acute Care,42103,BOWLING GREEN,KY
1295805661,1,WENSLOW,KENNETH,PA,,30004,ALPHARETTA,GA
1982774592,1,MCWHORTER,PADAB,RNA,,37203,NASHVILLE,TN
1265502819,1,DURGIN,ROBERT,M.D.,,37130,MURFREESBORO,TN
1831269406,1,GARNER,JAMES,MD,,37130,MURFREESBORO,TN
1346310141,1,MCNIEL,DEBORAH,CRNA,,37203,NASHVILLE,TN
1215007026,1,WILKERSON,JASON,OD,,37172,SPRINGFIELD,TN
1538239389,1,STEPHENS,JEFFREY,MD,Infectious Disease,31201,MACON,GA
1285704031,1,REED,DAVID,OD,,37172,SPRINGFIELD,TN
1649340225,1,GRAY,SUSAN,M.D.,Gynecology,38401,COLUMBIA,TN
1932279429,1,BOWSER,AMY,"APRN, ANP-C",Adult Health,37066,GALLATIN,TN
1700956265,1,MCKINNEY,MARY,CRNP,,35160,TALLADEGA,AL
1033280417,1,MISTAL,DEBORAH,DO,,18222,DRUMS,PA
1508937889,1,SEPE,THOMAS,MD,Gastroenterology,02905,PROVIDENCE,RI
1821169228,1,CROCKETT,SUSAN,M.D.,,78233,LIVE OAK,TX
1710058136,1,GOLDSMITH,DEBORAH,MD,Infectious Disease,38401,COLUMBIA,TN
1881765253,1,KLEIN,DAVID,M.D.,,43812,COSHOCTON,OH
1104997337,1,DORRIS,RACHEL,LCSW,Clinical,37066,GALLATIN,TN
1669543807,1,SMITH,PAUL,D.O.,,37311,CLEVELAND,TN
1982775037,1,VERRILLI,ALBERT,M.D.,,28328,CLINTON,NC
1023189768,1,ACHUFF,NANCY,LCSW,Clinical,37086,LA VERGNE,TN
1548331275,1,MYERS,BRYAN,MD,,37398,WINCHESTER,TN
1679644769,1,YORK,JANICE,APRN-BC,Family,37186,WESTMORELAND,TN
1376614222,1,BRINDLE,KATHLEEN,M.D.,Diagnostic Radiology,20037,WASHINGTON,DC
1346311891,1,DAY,DUDLEY E.,M.D.,Anatomic Pathology & Clinical Pathology,35211,BIRMINGHAM,AL
1669543328,1,WELLS,GARY,MD,Nephrology,37830,OAK RIDGE,TN
1396816989,1,ADDISON,HOLLAND,M.D.,Geriatric Medicine,39211,JACKSON,MS
1245301779,1,YUNIS,FADIL,M.D.,,20646,LA PLATA,MD
1114098647,1,BALLA,SOMASEKHARA,MD,Cardiovascular Disease,27834,GREENVILLE,NC
1629149265,1,PAREL,ROBERT,M.D.,,31201,MACON,GA
1558432336,1,KNELLER,MARTIN,M.D.,Body Imaging,20037,WASHINGTON,DC
1669543492,1,REAVES,MELANIE,FNP,Family,38372,SAVANNAH,TN
1720159700,1,BOOKMAN,JAMES,MD,,37207,NASHVILLE,TN
1972674968,1,BURGDORF,CASEY,MD,,37203,NASHVILLE,TN
1912078437,1,FIORILLI,MARIO,MD,,27870,ROANOKE RAPIDS,NC
1356412274,1,TAYLOR,JOHN,D.C.,,38478,PULASKI,TN
1689745523,1,JOYCE,JOSEPH,MD,,25309,SOUTH CHARLESTON,WV
1992876841,1,SILVERTHORN,BRIAN,LCSW,Clinical,37091,LEWISBURG,TN
1306917117,1,POLLOCK,JASON,M.D.,,37129,MURFREESBORO,TN
1346311172,1,JAMES,MARY,ARNP,Family,42445,PRINCETON,KY
1215008016,1,PANNELL,PAMALA,,,37208,NASHVILLE,TN
1518039031,1,EGGER,MARY,,Women's Health,37212,NASHVILLE,TN
1265504575,1,YANK,GLENN,M.D.,Psychiatry,38401,COLUMBIA,TN
1437221520,1,PATTERSON,JACK,MD,,42134,FRANKLIN,KY
1710059928,1,UPCHURCH,CHAD,D.C.,,37055,DICKSON,TN
1346312477,1,KEMKAR,ABHAY,MD,,38583,SPARTA,TN
1548332505,1,MCKNIGHT,BENNY,D.O.,,37091,LEWISBURG,TN
1255403416,1,BUTLER,ELIZABETH,M.D.,,85718,TUCSON,AZ
1356413629,1,CARTY,JAMES,D.O.,,85054,PHOENIX,AZ
1417029737,1,JOHNSON,DAVID,MD,Diagnostic Radiology,70070,LULING,LA
1952473431,1,BEAULIEU,PHILLIP,M.D.,Pain Medicine,37203,NASHVILLE,TN
1235201351,1,JOHNSON,GORDON,D.C.,,37129,MURFREESBORO,TN
1396817532,1,NIAZ,SAIRA,M.D.,,30058,LITHONIA,GA
1487726709,1,PARROTT,EARL,M.D.,Psychiatry,38401,COLUMBIA,TN
1952473092,1,FASUSI,PATRICK,M.D.,Pain Medicine,20011,WASHINGTON,DC
1396817433,1,DIXON,ANDREW,D.C.,,37221,NASHVILLE,TN
1114099132,1,DITTO,JESSICA,O.D.,,37087,LEBANON,TN
1144392200,1,DIAZ,CHRISTY,D.C.,,37221,NASHVILLE,TN
1801969498,1,HENDERSON,GARY,MD,,85745,TUCSON,AZ
1730251653,1,CHENG,SHI FAY,MD,,37203,NASHVILLE,TN
1710059340,1,PETRAS,LYNN,PH.D.,Clinical,37363,OOLTEWAH,TN
1124190079,1,PATEL,PREETESH,M.D.,Interventional Pain Medicine,30076,ROSWELL,GA
1134291883,1,BAKER,ROBERT,MD,,38583,SPARTA,TN
1992877658,1,MORGAN,NANCY,AUD.,,37205,NASHVILLE,TN
1619049392,1,KELLEHER,KEVIN,MD,,24018,ROANOKE,VA
1093887606,1,GIBSON-O'GRADY,MICHELE,,,38401,COLUMBIA,TN
1134291743,1,GREEN,PAMELA,APRN,Acute Care,42003,PADUCAH,KY
1841363215,1,VISCONTI,ANN MARIE,PAC,,01201,PITTSFIELD,MA
1831262385,1,KADAKIA,JATIN,MD,Pulmonary Disease,37043,CLARKSVILLE,TN
1376616771,1,RAY,LORI,M.D.,,37146,PLEASANT VIEW,TN
1932272317,1,KAPLAN,PAUL,M.D.,,95608,CARMICHAEL,CA
1891868105,1,OWENS,GIANNA,ANP,Family,37110,MCMINNVILLE,TN
1932272200,1,HODGES,DONNA,CFNP,Family,39202,JACKSON,MS
1629141833,1,BALDWIN,SARAH,O.D.,,37172,SPRINGFIELD,TN
1598838765,1,HUFFMAN,JASON,M.D.,Gastroenterology,37909,KNOXVILLE,TN
1629141817,1,CHHABRA,SHALINI,M.D.,Geriatric Medicine,42261,MORGANTOWN,KY
1366515363,1,HENSON,TARA,MD,,42743,GREENSBURG,KY
1700959871,1,QUINN,ROBERT,MD,,37203,NASHVILLE,TN
1053484121,1,SINHA,MANVESH,MD,,37322,DECATUR,TN
1235202003,1,NECK,ANDREW,MD,,37232,NASHVILLE,TN
1598838229,1,BAGGETT,DAVID,MD,,29485,SUMMERVILLE,SC
1346314069,1,DILLON,MICHAEL,MD,Gynecologic Oncology,31201,MACON,GA
1831263458,1,MOHAMMED,RICHARD,MD,,32128,PORT ORANGE,FL
1609940246,1,REILLY,MICHAEL,MD,Anatomic Pathology & Clinical Pathology,07450,RIDGEWOOD,NJ
1427122092,1,KHAN,ZIA,MD,,30269,PEACHTREE CITY,GA
1245303924,1,PEPPER,MARK,CRNA,,37232,NASHVILLE,TN
1942373667,1,SHARBER,AMANDA,P.A.-C,,37203,NASHVILLE,TN
1144394883,1,AHMED,EMAD,MD,Nephrology,30606,ATHENS,GA
1225102908,1,HOWARD,ANTHONY,M.D.,,31096,WRIGHTSVILLE,GA
1710051305,1,DELASOTTA,FERNANDO,M.D.,,08221,LINWOOD,NJ
1336213800,1,MORGAN,ROGER,"M.D., PHD",,72301,WEST MEMPHIS,AR
1083788160,1,DANIEL,JOHN,MD,,98372,PUYALLUP,WA
1124192380,1,HUNT,DARRELL,M.D.,Trauma Surgery,32308,TALLAHASSEE,FL
1245304625,1,NAKDIMEN,BARTON,APRN-BC,Family,37311,CLEVELAND,TN
1093889321,1,JAMES,ALMA,NP,Family,37367,PIKEVILLE,TN
1629142955,1,BREETZKE,CECIL,MD,,37312,CLEVELAND,TN
1639243835,1,WHEELER,SANDRA,FNP,Family,38663,RIPLEY,MS
1982778825,1,SZELIGA,ROBERT,O.D.,,37174,SPRING HILL,TN
1558435610,1,GAME,ROBERT,M.D.,Diagnostic Radiology,35748,GURLEY,AL
1801960802,1,MAKDESI,SARMAD,M.D.,,85004,PHOENIX,AZ
1548334337,1,DILLARD,BONNIE,APN,,72143,SEARCY,AR
1689748634,1,JAIN,PUSHPENDRA,MD,,38501,COOKEVILLE,TN
1881768695,1,SCHOEMER,STEVEN,OD,,37172,SPRINGFIELD,TN
1588738744,1,CAREY,JACK,MD,,37074,HARTSVILLE,TN
1467526723,1,BRYANT,TIFFANY,PA,,42104,BOWLING GREEN,KY
1194899468,1,DEFFENDALL,DANIEL,CRNA,,37232,NASHVILLE,TN
1982779385,1,CLARDY,JOHN,M.D. INC,,37040,CLARKSVILLE,TN
1518032820,1,TASKIN,METIN,MD,Anatomic Pathology & Clinical Pathology,07450,RIDGEWOOD,NJ
1043385453,1,CLARDY,GEORGE,M.D.,,37040,CLARKSVILLE,TN
1619042470,1,CAIN,JOHN,M.D.,Psychiatry,37040,CLARKSVILLE,TN
1548335326,1,UDOVICH,CHRISTOPHER,MD,,60448,MOKENA,IL
1104991850,1,MORGAN,DOUGLAS,,Gastroenterology,35233,BIRMINGHAM,AL
1871668343,1,AMIN,AAKASH,M.D.,Nephrology,30046,LAWRENCEVILLE,GA
1447325089,1,CHILDS,MITZI,MD,,36532,FAIRHOPE,AL
1689749475,1,HORODYSKY,OREST,MD,,60448,MOKENA,IL
1114092921,1,LAWHON,JEFFREY,M.D.,,38556,JAMESTOWN,TN
1114092830,1,HALEY,ELISA,MD,,35801,HUNTSVILLE,AL
1649345372,1,NAVE,RONALD,PA,Medical,23502,NORFOLK,VA
1982779302,1,DRESSEL,GREGORY,MSN CFNP AACC,Family,97477,SPRINGFIELD,OR
1629143953,1,WEBER,DAVID,M.D.,,38112,MEMPHIS,TN
1932274503,1,CABELL,THOMAS,M.D.,Cardiovascular Disease,37167,SMYRNA,TN
1649345216,1,ABDELSAYED,DALLAL,M.D.,,77562,HIGHLANDS,TX
1558436055,1,HUNT,LORENA,MD,,36532,FAIRHOPE,AL
1982779716,1,LANGLINAIS,BRANDON,M.D.,Diagnostic Radiology,77004,HOUSTON,TX
1235204918,1,HUBER,MICHAEL,MD,,75904,LUFKIN,TX
1629143979,1,KHAN-JAFFERY,KANIZ,MD,Pain Medicine,08234,EGG HARBOR TOWNSHIP,NJ
1922173277,1,SHAH,KUMUDCHANDRA,MD,Pulmonary Disease,35903,GADSDEN,AL
1982779237,1,DEMAERTELAERE,MICHAEL,DO,,60448,MOKENA,IL
1205901451,1,LOTSHAW,RICHARD,MD,,37232,NASHVILLE,TN
1376618397,1,OLSEN,DOUGLAS,M.D.,,37203,NASHVILLE,TN
1366517609,1,ALONGE,RAYMOND,CRNA,,37404,CHATTANOOGA,TN
1992870166,1,BEALS,CAROL,MD,Rheumatology,48917,LANSING,MI
1922173889,1,HARRIS,TONI,MD,Pain Medicine,28304,FAYETTEVILLE,NC
1144395211,1,GOTTS,LAWRENCE,D.O.,,42276,RUSSELLVILLE,KY
1003981135,1,REDDY,ANIL,M.D.,Pain Medicine,74133,TULSA,OK
1043385123,1,VICK,DOUGLAS,PA-C,Surgical,29526,CONWAY,SC
1982779864,1,NADKARNI,ANAND,M.D.,Psychiatry,11706,BAY SHORE,NY
1790850600,1,HOLT,GINGER,MD,,37232,NASHVILLE,TN
1730255605,1,METZGER,WILLIAM,O.D.,,41011,FT WRIGHT,KY
1346316247,1,ATKINS,KIMBERLY,CRNA,,37403,CHATTANOOGA,TN
1902972763,1,NORTON,CATHEY,PT,,37232,NASHVILLE,TN
1982770772,1,BUTLER,SARAH,CRNA,,37403,CHATTANOOGA,TN
1316013121,1,SHIKOH,ALAN,MD,Gastroenterology,37404,CHATTANOOGA,TN
1164598876,1,MEACHAM,PATRICK,MD,Vascular Surgery,37075,HENDERSONVILLE,TN
1194891838,1,RICE,LEONIDAS,MD,,37115,MADISON,TN
1902972441,1,WATKINS,SHANNON,M.D.,,42103,BOWLING GREEN,KY
1891861506,1,SAMSON,BIENVENIDO,MD,,37074,HARTSVILLE,TN
1386710051,1,QUINN,THOMAS,M.D.,Critical Care Medicine,38401,COLUMBIA,TN
1881760569,1,SAYLOR,KAREN,M.D.,,40456,MOUNT VERNON,KY
1710053327,1,HANISSIAN,GINA,MD,,38017,COLLIERVILLE,TN
1780750331,1,MCCLURE,DANIEL,MD,,37055,DICKSON,TN
1134295793,1,PHILLIPS,JIMMY,PT ATC,,37129,MURFREESBORO,TN
1700952264,1,MCDONALD,ALICE,FNP,Family,38017,COLLIERVILLE,TN
1285700443,1,MOORE,DEBORAH,CFNP,Family,38834,CORINTH,MS
1285700369,1,SHARMA,MUDIT,MD,,20110,MANASSAS,VA
1255407375,1,MCGINNIS,MICHAEL,PT,,37129,MURFREESBORO,TN
1578639951,1,KLUWE,GENA,MD,,37203,NASHVILLE,TN
1386710762,1,WEBSTER,LEONARD,M.D.,,37208,NASHVILLE,TN
1538235932,1,WELCH,ELIZABETH,AU.D.,,37067,FRANKLIN,TN
1649346693,1,OBERSTEADT,HENRY,D.C.,,37205,NASHVILLE,TN
1205902236,1,CLARK,MICAH,,,37830,OAK RIDGE,TN
1457427577,1,MASTERS,TARA,CFNP,Obstetrics & Gynecology,38501,COOKEVILLE,TN
1952477077,1,MONTGOMERY,CHARLES,M.D.,,37745,GREENEVILLE,TN
1194891515,1,HIXSON,ETHEL,CRNA,,37129,MURFREESBORO,TN
1336216803,1,MIAN,AMMAR,MD,Infectious Disease,85021,PHOENIX,AZ
1770650145,1,SINGH,AMAR,MD,,37403,CHATTANOOGA,TN
1457428195,1,MOSS,ANGELA,M.D.,,38563,GORDONSVILLE,TN
1053488353,1,BRUNVOLL,GARY,DO,,37421,CHATTANOOGA,TN
1902973886,1,STEWART,PAULA,M.D.,,37404,CHATTANOOGA,TN
1972670552,1,PRIYADARSHI,SNIGDHA,MD,,37129,MURFREESBORO,TN
1043387624,1,SCHNAPP,MOACIR,MD,Interventional Pain Medicine,38120,MEMPHIS,TN
1326115577,1,DAR,SADIA,MD,,37167,SMYRNA,TN
1619044955,1,RUPE,CAROL,MD,,28269,CHARLOTTE,NC
1275601346,1,WATSON,ANGELA,DO,,38104,MEMPHIS,TN
1861560898,1,LITTLETON,J,DO,,42240,HOPKINSVILLE,KY
1841368933,1,MARTINEZ,CARLOS,M.D.,Nephrology,31217,MACON,GA
1841368982,1,KHOSLA,NITIN,M.D.,Nephrology,28602,HICKORY,NC
1629146550,1,SKELO,ANNA,M.D.,,37209,NASHVILLE,TN
1346318433,1,KNOWLES,CARLA,LCSW,,38402,COLUMBIA,TN
1750459228,1,SWANK,JONATHAN,MD,,24211,ABINGDON,VA
1407924384,1,MANGUM,CANDACE,CRNP,Primary Care,36866,NOTASULGA,AL
1972671428,1,OLDS,GREGORY,MD,Gastroenterology,37404,CHATTANOOGA,TN
1588732473,1,COATTI,JOSEPH,MD,Vascular Surgery,06457,MIDDLETOWN,CT
1124196787,1,BAKER,WILLIAM,MD,,24211,ABINGDON,VA
1679641450,1,ANTHONY,MICHAEL,MD,,39759,STARKVILLE,MS
1972671626,1,HUXFORD,CAMERON,M.D.,Pulmonary Disease,39759,STARKVILLE,MS
1366510794,1,COHEN,BRAD,MD,Radiation Oncology,37076,HERMITAGE,TN
1568530178,1,MEKO,JENNIFER,MD,,04103,PORTLAND,ME
1649348053,1,HAUPERT,TOMMY,P.T.,,37327,DUNLAP,TN
1538237391,1,FARRAGE,JAMES,M.D.,,42104,BOWLING GREEN,KY
1568530822,1,HULL,MARGARET,"RNC, MSN, WHCNP",Women's Health,37232,NASHVILLE,TN
1235297250,1,NIAKI,BIJAN,MD,Pain Medicine,02780,TAUNTON,MA
1326106527,1,KOSCIENSKI,WALTER,D.O.,,37072,GOODLETTSVILLE,TN
1598833808,1,ESTRADA,JUAN,M.D.,Clinical Cardiac Electrophysiology,37232,NASHVILLE,TN
1578621785,1,WINFREE,WAYNE,CRNA,,37030,CARTHAGE,TN
1720146673,1,AHMAD,ASMA,M.D.,Diagnostic Radiology,37232,NASHVILLE,TN
1295893204,1,CZERKASIJ,VICTOR,NP,,30720,DALTON,GA
1770651093,1,BRINKLEY,NICOLE,FNP,Family,37355,MANCHESTER,TN
1114085834,1,DIXON,JENNEFER,"NP-C, FNP, MSN, BSN",Family,37030,CARTHAGE,TN
1659439107,1,NWOSU,CLEMENT,M.D.,Nephrology,31211,MACON,GA
1851459226,1,TRAN,UYEN,MD,,37232,NASHVILLE,TN
1770641581,1,LIEB,MICHAEL,MD,,19115,PHILA,PA
1073671756,1,LEDFORD,LADONNA,NP,Family,37388,TULLAHOMA,TN
1578621280,1,HELPHENSTINE,JEREMY,DO,,42223,FORT CAMPBELL,KY
1730247149,1,WALLACH,ROBERT,DO,,81301,DURANGO,CO
1134287832,1,DANIELS,THOMAS,LCSW,Clinical,38478,PULASKI,TN
1437217197,1,SMITH,MARLA,PAC,Medical,37055,DICKSON,TN
1174681639,1,BISHOFBERGER,THOMAS,MD,,37766,LA FOLLETTE,TN
1902964679,1,ROYER,JOHN,M.D.,Diagnostic Radiology,37909,KNOXVILLE,TN
1841358363,1,LINK,JOHN,MD,,37214,NASHVILLE,TN
1639237068,1,HUNTER,ROBERT,MD,,97459,NORTH BEND,OR
1104984921,1,COVRIG,JANICE,CRNA,,37403,CHATTANOOGA,TN
1184782740,1,DOLAPTCHIEV,BOJIDAR,M.D.,Adult Medicine,37821,NEWPORT,TN
1710046636,1,MURRAY,WAYNE,M.D.,,38133,MEMPHIS,TN
1053470062,1,FOLLMER,MARIBETH,APNP,Family,37076,HERMITAGE,TN
1346309523,1,GOODWIN,JOHN,M.D.,Diagnostic Radiology,37909,KNOXVILLE,TN
1194884445,1,KESTNER,MARK,DC,,37129,MURFREESBORO,TN
1699834903,1,REED,FLOYD,MD,,37074,HARTSVILLE,TN
1669531836,1,STALLWORTH,JOHN,M.D.,Diagnostic Radiology,37909,KNOXVILLE,TN
1639238801,1,JUTTE,SCOTT,D.C.,,37055,DICKSON,TN
1952460131,1,COX,JAMES,M.D.,Diagnostic Radiology,37804,MARYVILLE,TN
1568521748,1,OZMENT,JASON,M.D.,Diagnostic Radiology,37909,KNOXVILLE,TN
1013076272,1,BROOME,MONROE,M.D.,Diagnostic Radiology,37909,KNOXVILLE,TN
1609935873,1,ROSENBLOOM,SCOTT,M.D.,Diagnostic Radiology,37909,KNOXVILLE,TN
1578622700,1,MARTINEZ,GONZALO,MD,,93551,PALMDALE,CA
1104985290,1,AMBATI,SHRAVAN,M.D.,Clinical Cardiac Electrophysiology,32825,ORLANDO,FL
1508925553,1,PALANIAPPAN,MEYYAPPAN,MD,,63935,DONIPHAN,MO
1831258698,1,QUADRINI,MICHAEL,M.D.,Nephrology,35805,HUNTSVILLE,AL
1609935329,1,RODIER,JACQUELINE,MD,,37203,NASHVILLE,TN
1558420299,1,OMARY,LESLEY,MD,Psychiatry,37232,NASHVILLE,TN
1912066358,1,CHIU,KOU WEI,MD,,37398,WINCHESTER,TN
1427117886,1,SEGAL,DMITRI,D.O.,Diagnostic Radiology,85029,PHOENIX,AZ
1669532008,1,CARROLL,STEPHEN,M.D.,Neuroradiology,87109,ALBUQUERQUE,NM
1033278429,1,CINTRON,EVELYN,MD,,37110,MCMINNVILLE,TN
